Band,Channel,Wavelength,RSR
3,1,451.3119,0.01
3,1,451.7058,0.01243
3,1,452.6856,0.02624
3,1,453.6964,0.06454
3,1,454.709,0.15154
3,1,455.6937,0.3041
3,1,456.7053,0.5185
3,1,457.6863,0.72689
3,1,458.6915,0.89583
3,1,459.6916,0.9816
3,1,460.6858,1.0
3,1,461.7009,0.96587
3,1,462.7087,0.92312
3,1,463.7095,0.89256
3,1,464.7036,0.8892
3,1,465.6919,0.89065
3,1,466.702,0.8988
3,1,467.7087,0.9132
3,1,468.687,0.94288
3,1,469.6917,0.96681
3,1,470.6979,0.96864
3,1,471.7074,0.94372
3,1,472.6948,0.88415
3,1,473.6877,0.77916
3,1,474.6868,0.64182
3,1,475.6927,0.46936
3,1,476.7053,0.30095
3,1,477.6967,0.16503
3,1,478.6936,0.07695
3,1,479.695,0.03263
3,1,480.6998,0.01391
3,1,481.2391,0.01
3,2,451.3119,0.01
3,2,451.7058,0.01243
3,2,452.6856,0.02624
3,2,453.6964,0.06454
3,2,454.709,0.15154
3,2,455.6937,0.3041
3,2,456.7053,0.5185
3,2,457.6863,0.72689
3,2,458.6915,0.89583
3,2,459.6916,0.9816
3,2,460.6858,1.0
3,2,461.7009,0.96587
3,2,462.7087,0.92312
3,2,463.7095,0.89256
3,2,464.7036,0.8892
3,2,465.6919,0.89065
3,2,466.702,0.8988
3,2,467.7087,0.9132
3,2,468.687,0.94288
3,2,469.6917,0.96681
3,2,470.6979,0.96864
3,2,471.7074,0.94372
3,2,472.6948,0.88415
3,2,473.6877,0.77916
3,2,474.6868,0.64182
3,2,475.6927,0.46936
3,2,476.7053,0.30095
3,2,477.6967,0.16503
3,2,478.6936,0.07695
3,2,479.695,0.03263
3,2,480.6998,0.01391
3,2,481.2391,0.01
3,3,451.3119,0.01
3,3,451.7058,0.01243
3,3,452.6856,0.02624
3,3,453.6964,0.06454
3,3,454.709,0.15154
3,3,455.6937,0.3041
3,3,456.7053,0.5185
3,3,457.6863,0.72689
3,3,458.6915,0.89583
3,3,459.6916,0.9816
3,3,460.6858,1.0
3,3,461.7009,0.96587
