Band,Channel,Wavelength,RSR
17,1,870.7981,0.01
17,1,871.7508,0.01191
17,1,874.7391,0.0237
17,1,877.7521,0.05091
17,1,880.7347,0.11287
17,1,883.7365,0.24565
17,1,886.7374,0.46823
17,1,889.7295,0.7195
17,1,892.7378,0.88965
17,1,895.7405,0.95365
17,1,898.7405,0.97699
17,1,901.7395,0.99414
17,1,904.7325,1.0
17,1,907.7484,0.97984
17,1,910.7439,0.95709
17,1,913.7312,0.94936
17,1,916.7307,0.89864
17,1,919.7427,0.70988
17,1,922.7458,0.40656
17,1,925.746,0.17992
17,1,928.7453,0.08223
17,1,931.7309,0.04176
17,1,934.7489,0.02138
17,1,937.7343,0.01102
17,1,938.2861,0.01
17,2,870.7981,0.01
17,2,871.7508,0.01191
17,2,874.7391,0.0237
17,2,877.7521,0.05091
17,2,880.7347,0.11287
17,2,883.7365,0.24565
17,2,886.7374,0.46823
17,2,889.7295,0.7195
17,2,892.7378,0.88965
17,2,895.7405,0.95365
17,2,898.7405,0.97699
17,2,901.7395,0.99414
17,2,904.7325,1.0
17,2,907.7484,0.97984
17,2,910.7439,0.95709
17,2,913.7312,0.94936
17,2,916.7307,0.89864
17,2,919.7427,0.70988
17,2,922.7458,0.40656
17,2,925.746,0.17992
17,2,928.7453,0.08223
17,2,931.7309,0.04176
17,2,934.7489,0.02138
17,2,937.7343,0.01102
17,2,938.2861,0.01
17,3,870.5618,0.01
17,3,872.0481,0.01296
17,3,875.0364,0.02572
17,3,878.0494,0.0542
17,3,881.032,0.12045
17,3,884.0338,0.26154
17,3,887.0347,0.49912
17,3,890.0268,0.76375
17,3,893.0351,0.934
17,3,896.0378,0.98365
17,3,899.0378,0.99154
17,3,902.0368,1.0
17,3,905.0298,0.9995
17,3,908.0457,0.98051
17,3,911.0412,0.96763
17,3,914.0285,0.97111
17,3,917.028,0.91461
17,3,920.04,0.69461
17,3,923.0432,0.38273
17,3,926.0433,0.1676
17,3,929.0426,0.07715
17,3,932.0282,0.03957
17,3,935.0462,0.02025
17,3,938.0316,0.01057
17,3,938.3632,0.01
17,4,870.6187,0.01
17,4,872.197,0.0134
17,4,875.1853,0.02645
17,4,878.1983,0.0562
17,4,881.1809,0.12491
17,4,884.1826,0.27127
17,4,887.1836,0.51381
17,4,890.1757,0.77834
17,4,893.184,0.94479
17,4,896.1867,0.98934
17,4,899.1867,0.99411
17,4,902.1857,1.0
17,4,905.1787,0.99806
17,4,908.1945,0.97907
17,4,911.1901,0.96824
17,4,914.1774,0.973
17,4,917.1769,0.91172
17,4,920.1889,0.68187
17,4,923.192,0.36984
17,4,926.1922,0.1613
17,4,929.1915,0.07487
17,4,932.1771,0.03846
17,4,935.1951,0.01977
17,4,938.1805,0.01031
17,4,938.3636,0.01
17,5,870.541,0.01
17,5,872.2795,0.01382
17,5,875.2679,0.02743
17,5,878.2809,0.05742
17,5,881.2635,0.1273
17,5,884.2652,0.2767
17,5,887.2662,0.52212
17,5,890.2582,0.78569
17,5,893.2665,0.94916
17,5,896.2693,0.9917
17,5,899.2693,0.99441
17,5,902.2682,1.0
17,5,905.2613,0.99648
17,5,908.2771,0.97781
17,5,911.2726,0.96788
17,5,914.2599,0.97218
17,5,917.2595,0.9079
17,5,920.2715,0.67469
17,5,923.2746,0.36299
17,5,926.2748,0.15837
17,5,929.274,0.07362
17,5,932.2596,0.03808
17,5,935.2776,0.01959
17,5,938.2631,0.01029
17,5,938.4351,0.01
17,6,870.62,0.01
17,6,872.2986,0.01385
17,6,875.2869,0.0271
17,6,878.2999,0.05776
17,6,881.2825,0.12831
17,6,884.2842,0.2785
17,6,887.2852,0.52466
17,6,890.2773,0.78869
17,6,893.2856,0.95208
17,6,896.2883,0.99362
17,6,899.2883,0.99569
17,6,902.2873,1.0
17,6,905.2803,0.99657
17,6,908.2961,0.97713
17,6,911.2917,0.96732
17,6,914.279,0.97231
17,6,917.2785,0.90646
17,6,920.2905,0.67415
17,6,923.2936,0.36304
17,6,926.2938,0.15862
17,6,929.2931,0.07366
17,6,932.2787,0.03782
17,6,935.2967,0.0196
17,6,938.2821,0.01009
17,6,938.3368,0.01
17,7,870.5436,0.01
17,7,872.2632,0.01379
17,7,875.2516,0.02698
17,7,878.2646,0.05749
17,7,881.2472,0.12755
17,7,884.2489,0.27665
17,7,887.2499,0.52193
17,7,890.2419,0.78593
17,7,893.2502,0.95167
17,7,896.253,0.99449
17,7,899.253,0.99651
17,7,902.252,1.0
17,7,905.245,0.9961
17,7,908.2608,0.97662
17,7,911.2563,0.96671
17,7,914.2437,0.97129
17,7,917.2432,0.90763
17,7,920.2552,0.67946
17,7,923.2583,0.36824
17,7,926.2585,0.16101
17,7,929.2578,0.07505
17,7,932.2433,0.03845
17,7,935.2614,0.01984
17,7,938.2468,0.01034
17,7,938.4469,0.01
17,8,870.3414,0.01
17,8,872.183,0.01412
17,8,875.1713,0.02705
17,8,878.1843,0.05701
17,8,881.1669,0.12607
17,8,884.1686,0.27258
17,8,887.1696,0.51283
17,8,890.1617,0.77744
17,8,893.17,0.94946
17,8,896.1727,0.99516
17,8,899.1727,0.99596
17,8,902.1717,1.0
17,8,905.1647,0.99702
17,8,908.1805,0.97655
17,8,911.1761,0.96527
17,8,914.1634,0.9687
17,8,917.1629,0.9096
17,8,920.1749,0.68843
17,8,923.178,0.37817
17,8,926.1782,0.1662
17,8,929.1775,0.07703
17,8,932.1631,0.03958
17,8,935.1811,0.02055
17,8,938.1665,0.01059
17,8,938.5064,0.01
17,9,870.4974,0.01
17,9,871.9596,0.01315
17,9,874.9479,0.0259
17,9,877.9609,0.05464
17,9,880.9435,0.12148
17,9,883.9453,0.26178
17,9,886.9462,0.49363
17,9,889.9383,0.75762
17,9,892.9466,0.94026
17,9,895.9493,0.99575
17,9,898.9493,0.99597
17,9,901.9483,1.0
17,9,904.9413,0.99632
17,9,907.9572,0.97553
17,9,910.9527,0.9653
17,9,913.94,0.96625
17,9,916.9395,0.91118
17,9,919.9515,0.71092
17,9,922.9547,0.4062
17,9,925.9548,0.17995
17,9,928.9541,0.083
17,9,931.9397,0.04186
17,9,934.9577,0.02168
17,9,937.9431,0.01132
17,9,938.6546,0.01
17,10,870.4974,0.01
17,10,871.9596,0.01315
17,10,874.9479,0.0259
17,10,877.9609,0.05464
17,10,880.9435,0.12148
17,10,883.9453,0.26178
17,10,886.9462,0.49363
17,10,889.9383,0.75762
17,10,892.9466,0.94026
17,10,895.9493,0.99575
17,10,898.9493,0.99597
17,10,901.9483,1.0
17,10,904.9413,0.99632
17,10,907.9572,0.97553
17,10,910.9527,0.9653
17,10,913.94,0.96625
17,10,916.9395,0.91118
17,10,919.9515,0.71092
17,10,922.9547,0.4062
17,10,925.9548,0.17995
17,10,928.9541,0.083
17,10,931.9397,0.04186
17,10,934.9577,0.02168
17,10,937.9431,0.01132
17,10,938.6546,0.01
