Band,Channel,Wavelength,RSR
22,1,3881.9204,0.01
22,1,3882.5195,0.01034
22,1,3887.3381,0.01429
22,1,3892.3545,0.02034
22,1,3897.3486,0.03045
22,1,3902.3206,0.04708
22,1,3907.4856,0.07713
22,1,3912.4143,0.12505
22,1,3917.3237,0.20068
22,1,3922.428,0.31699
22,1,3927.5154,0.46534
22,1,3932.3777,0.61546
22,1,3937.4404,0.74735
22,1,3942.4958,0.84527
22,1,3947.3362,0.90948
22,1,3952.3862,0.95167
22,1,3957.4387,0.98686
22,1,3962.4973,1.0
22,1,3967.3538,0.99902
22,1,3972.4336,0.96839
22,1,3977.5283,0.9417
22,1,3982.427,0.92932
22,1,3987.3438,0.92548
22,1,3992.4946,0.9617
22,1,3997.4517,0.98059
22,1,4002.4294,0.94537
22,1,4007.428,0.81334
22,1,4012.447,0.61131
22,1,4017.4858,0.41763
22,1,4022.3225,0.27642
22,1,4027.3958,0.17287
22,1,4032.4839,0.10493
22,1,4037.3625,0.06167
22,1,4042.4731,0.03564
22,1,4047.3682,0.02147
22,1,4052.49,0.01296
22,1,4055.5059,0.01
22,2,3881.9204,0.01
22,2,3882.5195,0.01034
22,2,3887.3381,0.01429
22,2,3892.3545,0.02034
22,2,3897.3486,0.03045
22,2,3902.3206,0.04708
22,2,3907.4856,0.07713
22,2,3912.4143,0.12505
22,2,3917.3237,0.20068
22,2,3922.428,0.31699
22,2,3927.5154,0.46534
22,2,3932.3777,0.61546
22,2,3937.4404,0.74735
22,2,3942.4958,0.84527
22,2,3947.3362,0.90948
22,2,3952.3862,0.95167
22,2,3957.4387,0.98686
22,2,3962.4973,1.0
22,2,3967.3538,0.99902
22,2,3972.4336,0.96839
22,2,3977.5283,0.9417
22,2,3982.427,0.92932
22,2,3987.3438,0.92548
22,2,3992.4946,0.9617
22,2,3997.4517,0.98059
22,2,4002.4294,0.94537
22,2,4007.428,0.81334
22,2,4012.447,0.61131
22,2,4017.4858,0.41763
22,2,4022.3225,0.27642
22,2,4027.3958,0.17287
22,2,4032.4839,0.10493
22,2,4037.3625,0.06167
22,2,4042.4731,0.03564
22,2,4047.3682,0.02147
22,2,4052.49,0.01296
22,2,4055.5059,0.01
22,3,3881.2617,0.01
22,3,3884.8167,0.01272
22,3,3889.6353,0.01868
22,3,3894.6516,0.02764
22,3,3899.6458,0.04226
22,3,3904.6177,0.0636
22,3,3909.7827,0.09872
22,3,3914.7114,0.15136
22,3,3919.6208,0.23247
22,3,3924.7251,0.35426
22,3,3929.8125,0.51151
22,3,3934.6748,0.67487
22,3,3939.7375,0.82455
22,3,3944.793,0.9322
22,3,3949.6333,0.9842
22,3,3954.6833,0.99331
22,3,3959.7358,0.98984
22,3,3964.7944,0.97405
22,3,3969.6509,0.96459
22,3,3974.7307,0.95114
22,3,3979.8254,0.95734
22,3,3984.7241,0.97393
22,3,3989.6409,0.98372
22,3,3994.7917,1.0
22,3,3999.7488,0.97708
22,3,4004.7266,0.89602
22,3,4009.7251,0.74524
22,3,4014.7441,0.54423
22,3,4019.783,0.34585
22,3,4024.6196,0.20301
22,3,4029.6929,0.11372
22,3,4034.781,0.06746
22,3,4039.6597,0.04343
22,3,4044.7703,0.02909
22,3,4049.6653,0.01996
22,3,4054.7871,0.01391
22,3,4059.3064,0.01
22,4,3881.6008,0.01
22,4,3886.366,0.01358
22,4,3891.1846,0.01864
22,4,3896.2009,0.02683
22,4,3901.1951,0.04068
22,4,3906.167,0.06366
22,4,3911.332,0.10514
22,4,3916.2607,0.17189
22,4,3921.1702,0.2741
22,4,3926.2744,0.42114
22,4,3931.3618,0.59335
22,4,3936.2241,0.74371
22,4,3941.2869,0.85279
22,4,3946.3423,0.91742
22,4,3951.1826,0.95352
22,4,3956.2327,0.97515
22,4,3961.2852,0.99445
22,4,3966.3438,1.0
22,4,3971.2002,0.99722
22,4,3976.28,0.97583
22,4,3981.3748,0.95679
22,4,3986.2734,0.95157
22,4,3991.1902,0.95787
22,4,3996.3411,0.97864
22,4,4001.2981,0.96012
22,4,4006.2759,0.86066
22,4,4011.2744,0.67015
22,4,4016.2935,0.45085
22,4,4021.3323,0.28448
22,4,4026.1689,0.18145
22,4,4031.2422,0.11413
22,4,4036.3303,0.07245
22,4,4041.209,0.04575
22,4,4046.3196,0.02782
22,4,4051.2146,0.01698
22,4,4056.3364,0.01046
22,4,4056.9204,0.01
22,5,3883.0293,0.01
22,5,3886.5674,0.01291
22,5,3891.386,0.01908
22,5,3896.4023,0.02964
22,5,3901.3965,0.04724
22,5,3906.3684,0.07534
22,5,3911.5334,0.12147
22,5,3916.4622,0.18904
22,5,3921.3716,0.28368
22,5,3926.4758,0.4111
22,5,3931.5632,0.55723
22,5,3936.4255,0.69577
22,5,3941.4883,0.82334
22,5,3946.5437,0.91822
22,5,3951.384,0.97312
22,5,3956.4341,0.99475
22,5,3961.4866,0.99384
22,5,3966.5452,0.96949
22,5,3971.4016,0.94263
22,5,3976.4814,0.92216
22,5,3981.5762,0.92713
22,5,3986.4749,0.95486
22,5,3991.3916,0.98338
22,5,3996.5425,1.0
22,5,4001.4995,0.95775
22,5,4006.4773,0.83175
22,5,4011.4758,0.64997
22,5,4016.4949,0.45978
22,5,4021.5337,0.29777
22,5,4026.3704,0.18033
22,5,4031.4436,0.09997
22,5,4036.5317,0.05547
22,5,4041.4104,0.03258
22,5,4046.521,0.02059
22,5,4051.416,0.01406
22,5,4056.4028,0.01
22,6,3881.647,0.01
22,6,3882.1057,0.0103
22,6,3887.1636,0.01538
22,6,3891.9822,0.02289
22,6,3896.9985,0.03438
22,6,3901.9927,0.05141
22,6,3906.9646,0.07607
22,6,3912.1296,0.11468
22,6,3917.0583,0.17531
22,6,3921.9678,0.27277
22,6,3927.072,0.41883
22,6,3932.1594,0.59535
22,6,3937.0217,0.7568
22,6,3942.0845,0.8891
22,6,3947.1399,0.96194
22,6,3951.9802,0.98142
22,6,3957.0303,0.97226
22,6,3962.0828,0.95924
22,6,3967.1414,0.94891
22,6,3971.9978,0.95165
22,6,3977.0776,0.96137
22,6,3982.1724,0.97602
22,6,3987.071,0.99338
22,6,3991.9878,1.0
22,6,3997.1387,0.99689
22,6,4002.0957,0.95279
22,6,4007.0735,0.83655
22,6,4012.072,0.65247
22,6,4017.0911,0.43198
22,6,4022.1299,0.24769
22,6,4026.9666,0.14079
22,6,4032.0398,0.08326
22,6,4037.1279,0.05354
22,6,4042.0066,0.03631
22,6,4047.1172,0.02481
22,6,4052.0122,0.01737
22,6,4057.134,0.01212
22,6,4059.8826,0.01
22,7,3880.5413,0.01
22,7,3882.3447,0.01103
22,7,3887.4026,0.01572
22,7,3892.2212,0.02128
22,7,3897.2375,0.0296
22,7,3902.2317,0.04368
22,7,3907.2036,0.06891
22,7,3912.3687,0.11384
22,7,3917.2974,0.18727
22,7,3922.2068,0.30039
22,7,3927.311,0.4589
22,7,3932.3984,0.63771
22,7,3937.2607,0.78473
22,7,3942.3235,0.88398
22,7,3947.3789,0.93007
22,7,3952.2192,0.95113
22,7,3957.2693,0.96786
22,7,3962.3218,0.98667
22,7,3967.3804,0.99683
22,7,3972.2368,1.0
22,7,3977.3167,0.98977
22,7,3982.4114,0.97226
22,7,3987.3101,0.96681
22,7,3992.2268,0.9727
22,7,3997.3777,0.98713
22,7,4002.3347,0.9547
22,7,4007.3125,0.83228
22,7,4012.311,0.62656
22,7,4017.3301,0.40369
22,7,4022.3689,0.24903
22,7,4027.2056,0.15875
22,7,4032.2788,0.1017
22,7,4037.3669,0.06605
22,7,4042.2456,0.04356
22,7,4047.3562,0.02836
22,7,4052.2512,0.01814
22,7,4057.373,0.011
22,7,4058.5569,0.01
22,8,3882.97,0.01
22,8,3886.7021,0.0129
22,8,3891.5208,0.01763
22,8,3896.5371,0.02618
22,8,3901.5312,0.04125
22,8,3906.5032,0.06783
22,8,3911.6682,0.11548
22,8,3916.5969,0.19019
22,8,3921.5063,0.29872
22,8,3926.6106,0.44274
22,8,3931.698,0.59743
22,8,3936.5603,0.71469
22,8,3941.623,0.80807
22,8,3946.6785,0.88101
22,8,3951.5188,0.93416
22,8,3956.5688,0.97397
22,8,3961.6213,1.0
22,8,3966.6799,0.99977
22,8,3971.5364,0.98088
22,8,3976.6162,0.94501
22,8,3981.7109,0.91801
22,8,3986.6096,0.92837
22,8,3991.5264,0.95464
22,8,3996.6772,0.97913
22,8,4001.6343,0.94838
22,8,4006.6121,0.82214
22,8,4011.6106,0.62554
22,8,4016.6296,0.43164
22,8,4021.6685,0.28528
22,8,4026.5051,0.18869
22,8,4031.5784,0.11864
22,8,4036.6665,0.07198
22,8,4041.5452,0.04194
22,8,4046.6558,0.0235
22,8,4051.5508,0.01417
22,8,4055.3242,0.01
22,9,3882.4692,0.01
22,9,3885.3967,0.01235
22,9,3890.2153,0.01717
22,9,3895.2317,0.0262
22,9,3900.2258,0.04161
22,9,3905.1978,0.06758
22,9,3910.3628,0.11389
22,9,3915.2915,0.17979
22,9,3920.2009,0.2719
22,9,3925.3052,0.38775
22,9,3930.3926,0.51292
22,9,3935.2549,0.63531
22,9,3940.3176,0.76293
22,9,3945.373,0.87058
22,9,3950.2134,0.93915
22,9,3955.2634,0.98278
22,9,3960.3159,1.0
22,9,3965.3745,0.98224
22,9,3970.231,0.94503
22,9,3975.3108,0.90784
22,9,3980.4055,0.89782
22,9,3985.3042,0.92817
22,9,3990.2209,0.96266
22,9,3995.3718,0.98972
22,9,4000.3289,0.96283
22,9,4005.3066,0.84296
22,9,4010.3052,0.66684
22,9,4015.3242,0.49078
22,9,4020.363,0.33833
22,9,4025.1997,0.22157
22,9,4030.2729,0.1272
22,9,4035.3611,0.06608
22,9,4040.2397,0.03624
22,9,4045.3503,0.02126
22,9,4050.2454,0.01534
22,9,4055.3481,0.01
22,10,3882.4692,0.01
22,10,3885.3967,0.01235
22,10,3890.2153,0.01717
22,10,3895.2317,0.0262
22,10,3900.2258,0.04161
22,10,3905.1978,0.06758
22,10,3910.3628,0.11389
22,10,3915.2915,0.17979
22,10,3920.2009,0.2719
22,10,3925.3052,0.38775
22,10,3930.3926,0.51292
22,10,3935.2549,0.63531
22,10,3940.3176,0.76293
22,10,3945.373,0.87058
22,10,3950.2134,0.93915
22,10,3955.2634,0.98278
22,10,3960.3159,1.0
22,10,3965.3745,0.98224
22,10,3970.231,0.94503
22,10,3975.3108,0.90784
22,10,3980.4055,0.89782
22,10,3985.3042,0.92817
22,10,3990.2209,0.96266
22,10,3995.3718,0.98972
