Band,Channel,Wavelength,RSR
11,1,519.8829,0.01
11,1,520.0789,0.01208
11,1,520.6841,0.02698
11,1,521.2877,0.05643
11,1,521.8901,0.10483
11,1,522.4918,0.17457
11,1,523.093,0.26785
11,1,523.668,0.37874
11,1,524.2695,0.51418
11,1,524.8717,0.65648
11,1,525.475,0.79077
11,1,526.0796,0.90076
11,1,526.6859,0.96916
11,1,527.2942,0.99071
11,1,527.8781,0.98666
11,1,528.4909,0.98306
11,1,529.0793,0.9882
11,1,529.6701,0.99477
11,1,530.2903,1.0
11,1,530.8859,0.99728
11,1,531.4838,0.9814
11,1,532.0837,0.95512
11,1,532.6857,0.9177
11,1,533.2895,0.87284
11,1,533.8948,0.82143
11,1,534.4738,0.7649
11,1,535.0814,0.69366
11,1,535.6896,0.60268
11,1,536.2705,0.49617
11,1,536.8791,0.37305
11,1,537.4874,0.24834
11,1,538.0675,0.14998
11,1,538.6743,0.08118
11,1,539.2798,0.04241
11,1,539.8838,0.02282
11,1,540.486,0.01283
11,1,540.8139,0.01
11,2,519.8829,0.01
11,2,520.0789,0.01208
11,2,520.6841,0.02698
11,2,521.2877,0.05643
11,2,521.8901,0.10483
11,2,522.4918,0.17457
11,2,523.093,0.26785
11,2,523.668,0.37874
11,2,524.2695,0.51418
11,2,524.8717,0.65648
11,2,525.475,0.79077
11,2,526.0796,0.90076
11,2,526.6859,0.96916
11,2,527.2942,0.99071
11,2,527.8781,0.98666
11,2,528.4909,0.98306
11,2,529.0793,0.9882
11,2,529.6701,0.99477
11,2,530.2903,1.0
11,2,530.8859,0.99728
11,2,531.4838,0.9814
11,2,532.0837,0.95512
11,2,532.6857,0.9177
11,2,533.2895,0.87284
11,2,533.8948,0.82143
11,2,534.4738,0.7649
11,2,535.0814,0.69366
11,2,535.6896,0.60268
11,2,536.2705,0.49617
11,2,536.8791,0.37305
11,2,537.4874,0.24834
11,2,538.0675,0.14998
11,2,538.6743,0.08118
11,2,539.2798,0.04241
11,2,539.8838,0.02282
11,2,540.486,0.01283
11,2,540.8139,0.01
11,3,519.8946,0.01
11,3,520.2155,0.01405
11,3,520.8206,0.03127
11,3,521.4243,0.0646
11,3,522.0266,0.11777
11,3,522.6284,0.19272
11,3,523.2296,0.29231
11,3,523.8046,0.40967
11,3,524.4061,0.54834
11,3,525.0082,0.68903
11,3,525.6115,0.81665
11,3,526.2161,0.9154
11,3,526.8224,0.97065
11,3,527.4307,0.98398
