Band,Channel,Wavelength,RSR
28,1,7017.4697,0.01
28,1,7023.5747,0.01158
28,1,7038.6499,0.01697
28,1,7053.6147,0.02405
28,1,7068.5703,0.03608
28,1,7083.6167,0.05324
28,1,7098.6729,0.07883
28,1,7113.6919,0.11845
28,1,7128.6787,0.17437
28,1,7143.6904,0.24504
28,1,7158.6431,0.31567
28,1,7173.6519,0.3773
28,1,7188.625,0.44064
28,1,7203.6113,0.50773
28,1,7218.6011,0.58928
28,1,7233.7354,0.68745
28,1,7248.7324,0.78619
28,1,7263.6875,0.87283
28,1,7278.6997,0.93166
28,1,7293.6963,0.98431
28,1,7308.6475,1.0
28,1,7323.5781,0.98481
28,1,7338.564,0.95916
28,1,7353.7173,0.9228
28,1,7368.6035,0.88736
28,1,7383.6689,0.84982
28,1,7398.5669,0.81328
28,1,7413.6436,0.79484
28,1,7428.6372,0.79059
28,1,7443.6426,0.77766
28,1,7458.5591,0.74563
28,1,7473.6787,0.68867
28,1,7488.5684,0.60336
28,1,7503.5977,0.4839
28,1,7518.6328,0.38328
28,1,7533.5957,0.29198
28,1,7548.6079,0.22392
28,1,7563.5898,0.17486
28,1,7578.5913,0.13598
28,1,7593.6055,0.1066
28,1,7608.5737,0.08676
28,1,7623.5933,0.06847
28,1,7638.5605,0.05609
28,1,7653.5664,0.04326
28,1,7668.7241,0.03315
28,1,7683.6401,0.02291
28,1,7698.7148,0.01555
28,1,7712.8154,0.01
28,2,7017.4697,0.01
28,2,7023.5747,0.01158
28,2,7038.6499,0.01697
28,2,7053.6147,0.02405
28,2,7068.5703,0.03608
28,2,7083.6167,0.05324
28,2,7098.6729,0.07883
28,2,7113.6919,0.11845
28,2,7128.6787,0.17437
28,2,7143.6904,0.24504
28,2,7158.6431,0.31567
28,2,7173.6519,0.3773
28,2,7188.625,0.44064
28,2,7203.6113,0.50773
28,2,7218.6011,0.58928
28,2,7233.7354,0.68745
28,2,7248.7324,0.78619
28,2,7263.6875,0.87283
28,2,7278.6997,0.93166
28,2,7293.6963,0.98431
28,2,7308.6475,1.0
28,2,7323.5781,0.98481
28,2,7338.564,0.95916
28,2,7353.7173,0.9228
28,2,7368.6035,0.88736
28,2,7383.6689,0.84982
28,2,7398.5669,0.81328
28,2,7413.6436,0.79484
28,2,7428.6372,0.79059
28,2,7443.6426,0.77766
28,2,7458.5591,0.74563
28,2,7473.6787,0.68867
28,2,7488.5684,0.60336
28,2,7503.5977,0.4839
28,2,7518.6328,0.38328
28,2,7533.5957,0.29198
28,2,7548.6079,0.22392
28,2,7563.5898,0.17486
28,2,7578.5913,0.13598
28,2,7593.6055,0.1066
28,2,7608.5737,0.08676
28,2,7623.5933,0.06847
28,2,7638.5605,0.05609
28,2,7653.5664,0.04326
28,2,7668.7241,0.03315
28,2,7683.6401,0.02291
28,2,7698.7148,0.01555
28,2,7712.8154,0.01
28,3,7008.0156,0.01
28,3,7011.5884,0.01062
28,3,7026.5029,0.01427
28,3,7041.5781,0.01964
28,3,7056.543,0.02745
28,3,7071.4985,0.03851
28,3,7086.5449,0.05467
28,3,7101.6011,0.07896
28,3,7116.6201,0.11505
28,3,7131.6069,0.16738
28,3,7146.6187,0.23915
28,3,7161.5713,0.32472
28,3,7176.5801,0.41268
28,3,7191.5532,0.50227
28,3,7206.5396,0.58945
28,3,7221.5293,0.68423
28,3,7236.6636,0.77783
28,3,7251.6606,0.86077
28,3,7266.6157,0.92503
28,3,7281.6279,0.96545
28,3,7296.6245,0.99621
28,3,7311.5757,1.0
28,3,7326.5063,0.98282
28,3,7341.4922,0.95831
28,3,7356.6455,0.93107
28,3,7371.5317,0.90659
28,3,7386.5972,0.88151
28,3,7401.4951,0.85909
28,3,7416.5718,0.84922
28,3,7431.5654,0.84559
28,3,7446.5708,0.82935
28,3,7461.4873,0.79478
28,3,7476.6069,0.72945
28,3,7491.4966,0.63191
28,3,7506.5259,0.50796
28,3,7521.561,0.39344
28,3,7536.5239,0.29461
28,3,7551.5361,0.22058
28,3,7566.5181,0.16694
28,3,7581.5195,0.12788
28,3,7596.5337,0.09793
28,3,7611.502,0.07463
28,3,7626.5215,0.05721
28,3,7641.4888,0.04445
28,3,7656.4946,0.0334
28,3,7671.6523,0.025
28,3,7686.5684,0.01768
28,3,7701.6431,0.012
28,3,7708.3535,0.01
28,4,7012.5806,0.01
28,4,7015.3896,0.01048
28,4,7030.3042,0.01439
28,4,7045.3794,0.01972
28,4,7060.3442,0.02778
28,4,7075.2998,0.03841
28,4,7090.3462,0.05443
28,4,7105.4023,0.07837
28,4,7120.4214,0.11409
28,4,7135.4082,0.16664
28,4,7150.4199,0.24225
28,4,7165.3726,0.34055
28,4,7180.3813,0.44685
28,4,7195.3545,0.54708
28,4,7210.3408,0.63474
28,4,7225.3306,0.72043
28,4,7240.4648,0.80125
28,4,7255.4619,0.87362
28,4,7270.417,0.93006
28,4,7285.4292,0.96588
28,4,7300.4258,0.99471
28,4,7315.377,1.0
28,4,7330.3076,0.98723
28,4,7345.2935,0.96763
28,4,7360.4468,0.94567
28,4,7375.333,0.92117
28,4,7390.3984,0.89575
28,4,7405.2964,0.87304
28,4,7420.373,0.85646
28,4,7435.3667,0.84262
28,4,7450.3721,0.82158
28,4,7465.2886,0.78004
28,4,7480.4082,0.70432
28,4,7495.2979,0.60198
28,4,7510.3271,0.47596
28,4,7525.3623,0.35925
28,4,7540.3252,0.26446
28,4,7555.3374,0.19631
28,4,7570.3193,0.14837
28,4,7585.3208,0.11213
28,4,7600.335,0.08557
28,4,7615.3032,0.06537
28,4,7630.3228,0.04939
28,4,7645.29,0.03888
28,4,7660.2959,0.02854
28,4,7675.4536,0.02225
28,4,7690.3696,0.0164
28,4,7705.4443,0.01175
28,4,7712.1421,0.01
28,5,7014.9292,0.01
28,5,7018.0508,0.01055
28,5,7032.9653,0.01461
28,5,7048.0405,0.01992
28,5,7063.0054,0.02768
28,5,7077.9609,0.03853
28,5,7093.0073,0.05411
28,5,7108.0635,0.07784
28,5,7123.0825,0.11232
28,5,7138.0693,0.16338
28,5,7153.0811,0.23782
28,5,7168.0337,0.34054
28,5,7183.0425,0.46595
28,5,7198.0156,0.59156
28,5,7213.002,0.6898
28,5,7227.9917,0.76835
28,5,7243.126,0.83266
28,5,7258.123,0.88873
28,5,7273.0781,0.93417
28,5,7288.0903,0.96471
28,5,7303.0869,0.99106
28,5,7318.0381,1.0
28,5,7332.9688,0.99284
28,5,7347.9546,0.98119
28,5,7363.1079,0.96715
28,5,7377.9941,0.9496
28,5,7393.0596,0.92735
28,5,7407.9575,0.90249
28,5,7423.0342,0.87881
28,5,7438.0278,0.85667
28,5,7453.0332,0.82692
28,5,7467.9497,0.77724
28,5,7483.0693,0.69659
28,5,7497.959,0.58982
28,5,7512.9883,0.45754
28,5,7528.0234,0.33764
28,5,7542.9863,0.24351
28,5,7557.9985,0.17812
28,5,7572.9805,0.13116
28,5,7587.9819,0.09836
28,5,7602.9961,0.07259
28,5,7617.9644,0.05539
28,5,7632.9839,0.04201
28,5,7647.9512,0.03255
28,5,7662.957,0.02492
28,5,7678.1147,0.01909
28,5,7693.0308,0.01438
28,5,7708.1055,0.01038
28,5,7710.2842,0.01
28,6,7016.1392,0.01
28,6,7018.5376,0.01044
28,6,7033.4521,0.01442
28,6,7048.5273,0.01964
28,6,7063.4922,0.02805
28,6,7078.4478,0.03904
28,6,7093.4941,0.05494
28,6,7108.5503,0.07808
28,6,7123.5693,0.11206
28,6,7138.5562,0.16148
28,6,7153.5679,0.23225
28,6,7168.5205,0.32761
28,6,7183.5293,0.45409
28,6,7198.5024,0.59696
28,6,7213.4888,0.73124
28,6,7228.4785,0.8351
28,6,7243.6128,0.8975
28,6,7258.6099,0.935
28,6,7273.5649,0.96107
28,6,7288.5771,0.9777
28,6,7303.5737,0.99454
28,6,7318.5249,1.0
28,6,7333.4556,0.99303
28,6,7348.4414,0.98636
28,6,7363.5947,0.98145
28,6,7378.481,0.97314
28,6,7393.5464,0.96243
28,6,7408.4443,0.94987
28,6,7423.521,0.92813
28,6,7438.5146,0.90263
28,6,7453.52,0.86777
28,6,7468.4365,0.81194
28,6,7483.5562,0.73026
28,6,7498.4458,0.62184
28,6,7513.4751,0.47982
28,6,7528.5103,0.34835
28,6,7543.4731,0.24097
28,6,7558.4854,0.1675
28,6,7573.4673,0.11943
28,6,7588.4688,0.0869
28,6,7603.4829,0.06408
28,6,7618.4512,0.04816
28,6,7633.4707,0.03523
28,6,7648.438,0.02555
28,6,7663.4438,0.01895
28,6,7678.6016,0.01463
28,6,7693.5176,0.01039
28,6,7695.7446,0.01
28,7,7008.5518,0.01
28,7,7015.1411,0.01127
28,7,7030.0557,0.01473
28,7,7045.1309,0.02048
28,7,7060.0957,0.02793
28,7,7075.0513,0.03939
28,7,7090.0977,0.05591
28,7,7105.1538,0.07972
28,7,7120.1729,0.1137
28,7,7135.1597,0.16164
28,7,7150.1714,0.22802
28,7,7165.124,0.31388
28,7,7180.1328,0.42533
28,7,7195.106,0.55508
28,7,7210.0923,0.69136
28,7,7225.082,0.82376
28,7,7240.2163,0.92122
28,7,7255.2134,0.97395
28,7,7270.1685,0.99373
28,7,7285.1807,0.99713
28,7,7300.1772,1.0
28,7,7315.1284,0.99311
28,7,7330.0591,0.97785
28,7,7345.0449,0.96729
28,7,7360.1982,0.9612
28,7,7375.0845,0.95649
28,7,7390.1499,0.957
28,7,7405.0479,0.96004
28,7,7420.1245,0.94997
28,7,7435.1182,0.93393
28,7,7450.1235,0.90572
28,7,7465.04,0.85245
28,7,7480.1597,0.77555
28,7,7495.0493,0.67869
28,7,7510.0786,0.55064
28,7,7525.1138,0.4185
28,7,7540.0767,0.28987
28,7,7555.0889,0.19305
28,7,7570.0708,0.12843
28,7,7585.0723,0.08766
28,7,7600.0864,0.06154
28,7,7615.0547,0.04491
28,7,7630.0742,0.03232
28,7,7645.0415,0.02462
28,7,7660.0474,0.01846
28,7,7675.2051,0.01418
28,7,7690.1211,0.01014
28,7,7691.0151,0.01
28,8,7008.4395,0.01
28,8,7009.9492,0.01027
28,8,7024.8638,0.01353
28,8,7039.939,0.01917
28,8,7054.9038,0.02681
28,8,7069.8594,0.03802
28,8,7084.9058,0.05384
28,8,7099.9619,0.07724
28,8,7114.981,0.11068
28,8,7129.9678,0.15864
28,8,7144.9795,0.22286
28,8,7159.9321,0.30301
28,8,7174.9409,0.39998
28,8,7189.9141,0.51037
28,8,7204.9004,0.62515
28,8,7219.8901,0.74464
28,8,7235.0244,0.84892
28,8,7250.0215,0.92816
28,8,7264.9766,0.97547
28,8,7279.9888,0.99443
28,8,7294.9854,1.0
28,8,7309.9365,0.99048
28,8,7324.8672,0.96979
28,8,7339.853,0.9517
28,8,7355.0063,0.93792
28,8,7369.8926,0.928
28,8,7384.958,0.92683
28,8,7399.856,0.93182
28,8,7414.9326,0.92982
28,8,7429.9263,0.92756
28,8,7444.9316,0.91312
28,8,7459.8481,0.86695
28,8,7474.9678,0.79333
28,8,7489.8574,0.69641
28,8,7504.8867,0.58132
28,8,7519.9219,0.46366
28,8,7534.8848,0.3514
28,8,7549.897,0.25596
28,8,7564.8789,0.18103
28,8,7579.8804,0.12406
28,8,7594.8945,0.08239
28,8,7609.8628,0.0544
28,8,7624.8823,0.03612
28,8,7639.8496,0.024
28,8,7654.8555,0.0159
28,8,7670.0132,0.01118
28,8,7675.2827,0.01
28,9,7006.2812,0.01
28,9,7020.0674,0.01281
28,9,7035.1426,0.01751
28,9,7050.1074,0.02376
28,9,7065.063,0.03392
28,9,7080.1094,0.04864
28,9,7095.1655,0.07077
28,9,7110.1846,0.10364
28,9,7125.1714,0.15271
28,9,7140.1831,0.21895
28,9,7155.1357,0.30061
28,9,7170.1445,0.3936
28,9,7185.1177,0.49156
28,9,7200.104,0.58665
28,9,7215.0938,0.68608
28,9,7230.228,0.77649
28,9,7245.2251,0.85634
28,9,7260.1802,0.91735
28,9,7275.1924,0.95944
28,9,7290.189,0.98848
28,9,7305.1401,1.0
28,9,7320.0708,0.99299
28,9,7335.0566,0.98113
28,9,7350.21,0.96837
28,9,7365.0962,0.956
28,9,7380.1616,0.94812
28,9,7395.0596,0.9435
28,9,7410.1362,0.93859
28,9,7425.1299,0.94074
28,9,7440.1353,0.93386
28,9,7455.0518,0.89446
28,9,7470.1714,0.8216
28,9,7485.061,0.71666
28,9,7500.0903,0.5856
28,9,7515.1255,0.45783
28,9,7530.0884,0.34593
28,9,7545.1006,0.2619
28,9,7560.0825,0.19697
28,9,7575.084,0.1482
28,9,7590.0981,0.11032
28,9,7605.0664,0.07904
28,9,7620.0859,0.05667
28,9,7635.0532,0.04031
28,9,7650.0591,0.02748
28,9,7665.2168,0.01838
28,9,7680.1328,0.01205
28,9,7687.2207,0.01
28,10,7006.2812,0.01
28,10,7020.0674,0.01281
28,10,7035.1426,0.01751
28,10,7050.1074,0.02376
28,10,7065.063,0.03392
28,10,7080.1094,0.04864
28,10,7095.1655,0.07077
28,10,7110.1846,0.10364
28,10,7125.1714,0.15271
28,10,7140.1831,0.21895
28,10,7155.1357,0.30061
28,10,7170.1445,0.3936
28,10,7185.1177,0.49156
28,10,7200.104,0.58665
28,10,7215.0938,0.68608
28,10,7230.228,0.77649
28,10,7245.2251,0.85634
28,10,7260.1802,0.91735
28,10,7275.1924,0.95944
28,10,7290.189,0.98848
28,10,7305.1401,1.0
28,10,7320.0708,0.99299
28,10,7335.0566,0.98113
28,10,7350.21,0.96837
28,10,7365.0962,0.956
28,10,7380.1616,0.94812
28,10,7395.0596,0.9435
28,10,7410.1362,0.93859
28,10,7425.1299,0.94074
28,10,7440.1353,0.93386
28,10,7455.0518,0.89446
28,10,7470.1714,0.8216
28,10,7485.061,0.71666
28,10,7500.0903,0.5856
28,10,7515.1255,0.45783
28,10,7530.0884,0.34593
28,10,7545.1006,0.2619
28,10,7560.0825,0.19697
28,10,7575.084,0.1482
28,10,7590.0981,0.11032
28,10,7605.0664,0.07904
28,10,7620.0859,0.05667
28,10,7635.0532,0.04031
28,10,7650.0591,0.02748
28,10,7665.2168,0.01838
28,10,7680.1328,0.01205
28,10,7687.2207,0.01
