Band,Channel,Wavelength,RSR
14,1,665.7759,0.01
14,1,665.7874,0.01006
14,1,666.481,0.01582
14,1,667.1486,0.02596
14,1,667.8433,0.04284
14,1,668.5107,0.06908
14,1,669.2042,0.11265
14,1,669.8699,0.17159
14,1,670.5604,0.25034
14,1,671.2224,0.33822
14,1,671.9081,0.44095
14,1,672.5911,0.5479
14,1,673.2708,0.66636
14,1,673.9473,0.77852
14,1,674.6204,0.8716
14,1,675.3156,0.92415
14,1,675.9818,0.95377
14,1,676.6702,0.97678
14,1,677.3555,0.99497
14,1,678.0381,1.0
14,1,678.7186,0.99955
14,1,679.3972,0.98597
14,1,680.0745,0.93479
14,1,680.7512,0.85274
14,1,681.4279,0.76712
14,1,682.1052,0.681
14,1,682.7836,0.58873
14,1,683.4636,0.48296
14,1,684.1458,0.35373
14,1,684.8306,0.21482
14,1,685.5184,0.11166
14,1,686.1837,0.05653
14,1,686.8776,0.02951
14,1,687.5493,0.01676
14,1,688.2239,0.01039
14,1,688.2961,0.01
14,2,665.8389,0.01
14,2,666.4623,0.01546
14,2,667.1559,0.02527
14,2,667.8235,0.0398
14,2,668.5182,0.06599
14,2,669.1857,0.10659
14,2,669.8792,0.17234
14,2,670.5449,0.25831
14,2,671.2354,0.36647
14,2,671.8973,0.47792
14,2,672.5831,0.59421
14,2,673.266,0.70411
14,2,673.9457,0.80684
14,2,674.6222,0.89319
14,2,675.2953,0.95523
14,2,675.9905,0.98953
14,2,676.6567,1.0
14,2,677.3451,0.99736
14,2,678.0305,0.98881
14,2,678.7131,0.97583
14,2,679.3935,0.96206
14,2,680.0721,0.935
14,2,680.7494,0.87353
14,2,681.4261,0.78632
14,2,682.1028,0.6882
14,2,682.7801,0.58855
14,2,683.4585,0.48457
14,2,684.1385,0.37125
14,2,684.8207,0.25046
14,2,685.5056,0.14152
14,2,686.1933,0.07196
14,2,686.8586,0.03814
14,2,687.5526,0.02107
14,2,688.2242,0.01275
14,2,688.6402,0.01
14,3,665.8163,0.01
14,3,666.1058,0.01184
14,3,666.7715,0.01863
14,3,667.4651,0.03068
14,3,668.1327,0.04944
14,3,668.8273,0.08139
14,3,669.4948,0.13218
14,3,670.1883,0.21092
14,3,670.854,0.30921
14,3,671.5445,0.42505
14,3,672.2064,0.53876
14,3,672.8922,0.65126
14,3,673.5751,0.75583
14,3,674.2549,0.84986
14,3,674.9313,0.92613
14,3,675.6044,0.97573
14,3,676.2996,0.99847
14,3,676.9658,1.0
14,3,677.6542,0.99024
14,3,678.3396,0.97783
14,3,679.0222,0.96364
14,3,679.7026,0.94596
14,3,680.3812,0.90871
14,3,681.0585,0.83667
14,3,681.7353,0.74213
14,3,682.412,0.64229
14,3,683.0892,0.54126
14,3,683.7676,0.43564
14,3,684.4477,0.32073
14,3,685.1299,0.20418
14,3,685.8147,0.10963
14,3,686.5024,0.05537
14,3,687.1677,0.02995
14,3,687.8617,0.01696
14,3,688.5333,0.0105
14,3,688.6289,0.01
14,4,665.8093,0.01
14,4,666.2902,0.01367
14,4,666.9559,0.02174
14,4,667.6495,0.03502
14,4,668.3171,0.05646
14,4,669.0117,0.09314
14,4,669.6792,0.14963
14,4,670.3727,0.23597
14,4,671.0384,0.33896
14,4,671.7289,0.45667
14,4,672.3908,0.56957
14,4,673.0766,0.68037
14,4,673.7595,0.78265
14,4,674.4393,0.87293
14,4,675.1157,0.9428
14,4,675.7888,0.98424
14,4,676.484,1.0
14,4,677.1502,0.99744
14,4,677.8386,0.98593
14,4,678.524,0.97253
14,4,679.2066,0.9584
14,4,679.887,0.93674
14,4,680.5656,0.88983
14,4,681.2429,0.81039
14,4,681.9197,0.71383
14,4,682.5964,0.6143
14,4,683.2736,0.51309
14,4,683.952,0.40604
14,4,684.6321,0.28931
14,4,685.3143,0.17649
14,4,685.9991,0.09203
14,4,686.6868,0.0467
14,4,687.3521,0.02568
14,4,688.0461,0.01502
14,4,688.6536,0.01
14,5,665.8127,0.01
14,5,666.4061,0.01476
14,5,667.0717,0.02346
