channel,sensor,slope,intercept
17.0,9.0,-0.0072657527378878805,1.218845468280871
18.0,0.0,-0.008726079163151448,-0.020648899229022355
18.0,1.0,-0.0029065129586560295,0.802412267299663
18.0,2.0,0.00041728892943032814,1.3154560805553392
18.0,3.0,0.0013439294424416053,1.7293897817998884
18.0,4.0,0.0027931581902938874,0.5286817512818787
18.0,5.0,0.004024132285511486,0.42691785345097655
18.0,6.0,0.004146634044450582,-0.39908265165337076
18.0,7.0,0.0033676145810783023,-0.5669368816547578
18.0,8.0,0.0008294185066195148,-1.5043136025046238
18.0,9.0,-0.005289583858018252,-2.311875699345959
19.0,0.0,-0.007071609714851347,-0.03139731135876245
19.0,1.0,-0.0018850862360778474,-0.1576959672519096
19.0,2.0,-0.00019071653408701909,0.11414300543376905
19.0,3.0,0.002258878684539176,0.7640413312225882
19.0,4.0,0.003604915043748367,0.2977909474629086
19.0,5.0,0.004766893097010053,-0.31625282501043994
19.0,6.0,0.0036279605397398352,-0.14417886577747363
19.0,7.0,0.0019708854867435473,-0.31215865695318135
19.0,8.0,-0.001983407688454143,0.2946831560260007
19.0,9.0,-0.005098712678310607,-0.5089748137935
