Band,Channel,Wavelength,RSR
25,1,4425.0005,0.01
25,1,4426.7544,0.01102
25,1,4431.6699,0.01419
25,1,4436.606,0.01978
25,1,4441.7783,0.02877
25,1,4446.7549,0.04226
25,1,4451.7495,0.06333
25,1,4456.7607,0.09449
25,1,4461.5684,0.13999
25,1,4466.6064,0.20675
25,1,4471.6543,0.29399
25,1,4476.71,0.39036
25,1,4481.77,0.49267
25,1,4486.6108,0.58504
25,1,4491.6704,0.6985
25,1,4496.7256,0.8056
25,1,4501.7729,0.9008
25,1,4506.5913,0.96297
25,1,4511.6162,1.0
25,1,4516.6255,0.99674
25,1,4521.6172,0.98746
25,1,4526.5903,0.96087
25,1,4531.7578,0.92752
25,1,4536.688,0.90178
25,1,4541.5962,0.89255
25,1,4546.6948,0.89841
25,1,4551.77,0.91665
25,1,4556.6123,0.90612
25,1,4561.645,0.83911
25,1,4566.6587,0.70642
25,1,4571.6553,0.53165
25,1,4576.6382,0.37181
25,1,4581.6099,0.25206
25,1,4586.5732,0.16848
25,1,4591.7393,0.10789
25,1,4596.6973,0.069
25,1,4601.6582,0.04331
25,1,4606.625,0.02672
25,1,4611.6006,0.01696
25,1,4616.5889,0.01069
25,1,4617.4902,0.01
25,2,4425.0005,0.01
25,2,4426.7544,0.01102
25,2,4431.6699,0.01419
25,2,4436.606,0.01978
25,2,4441.7783,0.02877
25,2,4446.7549,0.04226
25,2,4451.7495,0.06333
25,2,4456.7607,0.09449
25,2,4461.5684,0.13999
25,2,4466.6064,0.20675
25,2,4471.6543,0.29399
25,2,4476.71,0.39036
25,2,4481.77,0.49267
25,2,4486.6108,0.58504
25,2,4491.6704,0.6985
25,2,4496.7256,0.8056
25,2,4501.7729,0.9008
25,2,4506.5913,0.96297
25,2,4511.6162,1.0
25,2,4516.6255,0.99674
25,2,4521.6172,0.98746
25,2,4526.5903,0.96087
25,2,4531.7578,0.92752
25,2,4536.688,0.90178
25,2,4541.5962,0.89255
25,2,4546.6948,0.89841
25,2,4551.77,0.91665
25,2,4556.6123,0.90612
25,2,4561.645,0.83911
25,2,4566.6587,0.70642
25,2,4571.6553,0.53165
25,2,4576.6382,0.37181
25,2,4581.6099,0.25206
25,2,4586.5732,0.16848
25,2,4591.7393,0.10789
25,2,4596.6973,0.069
25,2,4601.6582,0.04331
25,2,4606.625,0.02672
25,2,4611.6006,0.01696
25,2,4616.5889,0.01069
25,2,4617.4902,0.01
25,3,4424.9604,0.01
